_id,ltable_id,rtable_id,ltable_name,ltable_genus,ltable_family,rtable_name,rtable_genus,rtable_family
213,5303,1119,cumberland pigtoe,Pleurobema,Unionidae,clubshell pearly mussel ,Pleurobema ,Unionidae
214,5303,1130,cumberland pigtoe,Pleurobema,Unionidae,cumberland bean pearly mussel ,Villosa ,Unionidae
215,5303,1378,cumberland pigtoe,Pleurobema,Unionidae,orangefoot pimpleback ,Plethobasus ,Unionidae
216,5303,1379,cumberland pigtoe,Pleurobema,Unionidae,orangefoot pimpleback ,Plethobasus ,Unionidae
217,5305,689,warrior pigtoe,Pleurobema,Unionidae,oyster mussel ,Epioblasma ,Unionidae
218,5305,690,warrior pigtoe,Pleurobema,Unionidae,oyster mussel ,Epioblasma ,Unionidae
219,5305,691,warrior pigtoe,Pleurobema,Unionidae,oyster mussel ,Epioblasma ,Unionidae
220,5305,1119,warrior pigtoe,Pleurobema,Unionidae,clubshell pearly mussel ,Pleurobema ,Unionidae
221,5305,1130,warrior pigtoe,Pleurobema,Unionidae,cumberland bean pearly mussel ,Villosa ,Unionidae
222,5305,1378,warrior pigtoe,Pleurobema,Unionidae,orangefoot pimpleback ,Plethobasus ,Unionidae
223,5305,1379,warrior pigtoe,Pleurobema,Unionidae,orangefoot pimpleback ,Plethobasus ,Unionidae
224,5452,689,southern kidneyshell,Ptychobranchus,Unionidae,oyster mussel ,Epioblasma ,Unionidae
225,5452,690,southern kidneyshell,Ptychobranchus,Unionidae,oyster mussel ,Epioblasma ,Unionidae
226,5452,691,southern kidneyshell,Ptychobranchus,Unionidae,oyster mussel ,Epioblasma ,Unionidae
227,5452,1119,southern kidneyshell,Ptychobranchus,Unionidae,clubshell pearly mussel ,Pleurobema ,Unionidae
228,5452,1130,southern kidneyshell,Ptychobranchus,Unionidae,cumberland bean pearly mussel ,Villosa ,Unionidae
229,5452,1378,southern kidneyshell,Ptychobranchus,Unionidae,orangefoot pimpleback ,Plethobasus ,Unionidae
230,5452,1379,southern kidneyshell,Ptychobranchus,Unionidae,orangefoot pimpleback ,Plethobasus ,Unionidae
231,5473,689,"rough maple leaf pearly mussel, winged mapleleaf",Quadrula,Unionidae,oyster mussel ,Epioblasma ,Unionidae
232,5473,690,"rough maple leaf pearly mussel, winged mapleleaf",Quadrula,Unionidae,oyster mussel ,Epioblasma ,Unionidae
233,5473,691,"rough maple leaf pearly mussel, winged mapleleaf",Quadrula,Unionidae,oyster mussel ,Epioblasma ,Unionidae
234,5473,1119,"rough maple leaf pearly mussel, winged mapleleaf",Quadrula,Unionidae,clubshell pearly mussel ,Pleurobema ,Unionidae
